"spread","id","type","rate_30","rate_40"
0.00327347525072237,"implied_gse","Implied
Freddie Mac
Mortgage",0.0383717948717949,0.0416452701225172
0.000971428571428574,"actual_corp_bond","Actual
Corporate Bond",0.0383717948717949,0.0393432234432234
0.00409519255817734,"implied_corp_bond","Implied
Corporate Bond",0.0383717948717949,0.0424669874299722
0.00352654551841922,"implied_treasury","Implied
Treasury",0.0316837789661319,0.0352103244845511
0.000198499999999995,"actual_swaps","Actual
Swaps",0.0300367857142857,0.0302352857142857
0.00259597754801985,"implied_swaps","Implied
Swaps",0.0300367857142857,0.0326327632623056
