DATE,DGS20
2012-09-14,2.68
2012-09-17,2.64
2012-09-18,2.61
2012-09-19,2.58
2012-09-20,2.58
2012-09-21,2.57
2012-09-24,2.53
2012-09-25,2.47
2012-09-26,2.40
2012-09-27,2.43
2012-09-28,2.42
2012-10-01,2.41
2012-10-02,2.41
2012-10-03,2.42
2012-10-04,2.48
2012-10-05,2.55
2012-10-08,.
2012-10-09,2.52
2012-10-10,2.48
2012-10-11,2.45
2012-10-12,2.44
2012-10-15,2.45
2012-10-16,2.51
2012-10-17,2.60
2012-10-18,2.63
2012-10-19,2.55
2012-10-22,2.57
2012-10-23,2.53
2012-10-24,2.55
2012-10-25,2.60
2012-10-26,2.53
2012-10-29,2.48
2012-10-30,.
2012-10-31,2.46
2012-11-01,2.50
2012-11-02,2.51
2012-11-05,2.47
2012-11-06,2.52
2012-11-07,2.42
2012-11-08,2.35
2012-11-09,2.34
2012-11-12,.
2012-11-13,2.31
2012-11-14,2.31
2012-11-15,2.30
2012-11-16,2.31
2012-11-19,2.34
2012-11-20,2.40
2012-11-21,2.42
2012-11-22,.
2012-11-23,2.42
2012-11-26,2.39
2012-11-27,2.38
2012-11-28,2.36
2012-11-29,2.37
2012-11-30,2.37
2012-12-03,2.37
2012-12-04,2.36
2012-12-05,2.35
2012-12-06,2.33
2012-12-07,2.39
2012-12-10,2.38
2012-12-11,2.41
2012-12-12,2.48
2012-12-13,2.49
2012-12-14,2.46
2012-12-17,2.53
2012-12-18,2.59
2012-12-19,2.58
2012-12-20,2.57
2012-12-21,2.52
2012-12-24,2.53
2012-12-25,.
2012-12-26,2.52
2012-12-27,2.48
2012-12-28,2.47
2012-12-31,2.54
2013-01-01,.
2013-01-02,2.63
2013-01-03,2.70
2013-01-04,2.70
2013-01-07,2.70
2013-01-08,2.66
2013-01-09,2.65
2013-01-10,2.68
2013-01-11,2.65
2013-01-14,2.65
2013-01-15,2.62
2013-01-16,2.61
2013-01-17,2.66
2013-01-18,2.63
2013-01-21,.
2013-01-22,2.62
2013-01-23,2.62
2013-01-24,2.64
2013-01-25,2.75
2013-01-28,2.76
2013-01-29,2.79
2013-01-30,2.80
2013-01-31,2.79
2013-02-01,2.83
2013-02-04,2.79
2013-02-05,2.83
2013-02-06,2.79
2013-02-07,2.78
2013-02-08,2.79
2013-02-11,2.78
2013-02-12,2.81
2013-02-13,2.86
2013-02-14,2.79
2013-02-15,2.80
2013-02-18,.
2013-02-19,2.83
2013-02-20,2.82
2013-02-21,2.79
2013-02-22,2.77
2013-02-25,2.69
2013-02-26,2.69
2013-02-27,2.72
2013-02-28,2.71
2013-03-01,2.68
2013-03-04,2.70
2013-03-05,2.72
2013-03-06,2.77
2013-03-07,2.82
2013-03-08,2.89
2013-03-11,2.89
2013-03-12,2.85
2013-03-13,2.85
2013-03-14,2.87
2013-03-15,2.85
2013-03-18,2.79
2013-03-19,2.75
2013-03-20,2.80
2013-03-21,2.77
2013-03-22,2.75
2013-03-25,2.76
2013-03-26,2.75
2013-03-27,2.71
2013-03-28,2.71
2013-03-29,.
2013-04-01,2.70
2013-04-02,2.72
2013-04-03,2.66
2013-04-04,2.60
2013-04-05,2.50
2013-04-08,2.54
2013-04-09,2.57
2013-04-10,2.63
2013-04-11,2.62
2013-04-12,2.54
2013-04-15,2.50
2013-04-16,2.53
2013-04-17,2.51
2013-04-18,2.49
2013-04-19,2.50
2013-04-22,2.50
2013-04-23,2.52
2013-04-24,2.50
2013-04-25,2.52
2013-04-26,2.47
2013-04-29,2.49
2013-04-30,2.49
2013-05-01,2.44
2013-05-02,2.44
2013-05-03,2.58
2013-05-06,2.60
2013-05-07,2.62
2013-05-08,2.61
2013-05-09,2.60
2013-05-10,2.70
2013-05-13,2.73
2013-05-14,2.77
2013-05-15,2.76
2013-05-16,2.69
2013-05-17,2.77
2013-05-20,2.79
2013-05-21,2.75
2013-05-22,2.83
2013-05-23,2.82
2013-05-24,2.80
2013-05-27,.
2013-05-28,2.95
2013-05-29,2.91
2013-05-30,2.92
2013-05-31,2.95
2013-06-03,2.92
2013-06-04,2.95
2013-06-05,2.90
2013-06-06,2.89
2013-06-07,2.98
2013-06-10,3.03
2013-06-11,3.00
2013-06-12,3.04
2013-06-13,2.99
2013-06-14,2.95
2013-06-17,3.01
2013-06-18,3.00
2013-06-19,3.09
2013-06-20,3.18
2013-06-21,3.26
2013-06-24,3.27
2013-06-25,3.31
2013-06-26,3.27
2013-06-27,3.22
2013-06-28,3.22
2013-07-01,3.19
2013-07-02,3.18
2013-07-03,3.22
2013-07-04,.
2013-07-05,3.41
2013-07-08,3.35
2013-07-09,3.36
2013-07-10,3.40
2013-07-11,3.33
2013-07-12,3.34
2013-07-15,3.30
2013-07-16,3.28
2013-07-17,3.27
2013-07-18,3.32
2013-07-19,3.25
2013-07-22,3.25
2013-07-23,3.27
2013-07-24,3.34
2013-07-25,3.34
2013-07-26,3.31
2013-07-29,3.35
2013-07-30,3.36
2013-07-31,3.34
2013-08-01,3.48
2013-08-02,3.39
2013-08-05,3.42
2013-08-06,3.42
2013-08-07,3.37
2013-08-08,3.37
2013-08-09,3.36
2013-08-12,3.39
2013-08-13,3.48
2013-08-14,3.48
2013-08-15,3.54
2013-08-16,3.61
2013-08-19,3.64
2013-08-20,3.59
2013-08-21,3.64
2013-08-22,3.63
2013-08-23,3.55
2013-08-26,3.52
2013-08-27,3.45
2013-08-28,3.50
2013-08-29,3.45
2013-08-30,3.46
2013-09-02,.
2013-09-03,3.54
2013-09-04,3.56
2013-09-05,3.64
2013-09-06,3.62
2013-09-09,3.60
2013-09-10,3.65
2013-09-11,3.61
2013-09-12,3.60
2013-09-13,3.59
2013-09-16,3.61
2013-09-17,3.57
2013-09-18,3.46
2013-09-19,3.52
2013-09-20,3.50
2013-09-23,3.46
2013-09-24,3.40
2013-09-25,3.37
2013-09-26,3.41
2013-09-27,3.40
2013-09-30,3.41
2013-10-01,3.43
2013-10-02,3.41
2013-10-03,3.40
2013-10-04,3.43
2013-10-07,3.41
2013-10-08,3.41
2013-10-09,3.43
2013-10-10,3.46
2013-10-11,3.45
2013-10-14,.
2013-10-15,3.50
2013-10-16,3.43
2013-10-17,3.36
2013-10-18,3.36
2013-10-21,3.39
2013-10-22,3.31
2013-10-23,3.29
2013-10-24,3.30
2013-10-25,3.30
2013-10-28,3.31
2013-10-29,3.31
2013-10-30,3.33
2013-10-31,3.33
2013-11-01,3.40
2013-11-04,3.40
2013-11-05,3.46
2013-11-06,3.46
2013-11-07,3.41
2013-11-08,3.55
2013-11-11,.
2013-11-12,3.57
2013-11-13,3.54
2013-11-14,3.49
2013-11-15,3.50
2013-11-18,3.46
2013-11-19,3.50
2013-11-20,3.61
2013-11-21,3.59
2013-11-22,3.54
2013-11-25,3.53
2013-11-26,3.50
2013-11-27,3.52
2013-11-28,.
2013-11-29,3.54
2013-12-02,3.58
2013-12-03,3.56
2013-12-04,3.63
2013-12-05,3.65
2013-12-06,3.63
2013-12-09,3.61
2013-12-10,3.56
2013-12-11,3.61
2013-12-12,3.63
2013-12-13,3.61
2013-12-16,3.63
2013-12-17,3.60
2013-12-18,3.63
2013-12-19,3.64
2013-12-20,3.57
2013-12-23,3.60
2013-12-24,3.66
2013-12-25,.
2013-12-26,3.68
2013-12-27,3.70
2013-12-30,3.66
2013-12-31,3.72
2014-01-01,.
